FuncId,AE_Mean,AE_Std,AE_Best,AE_Median,AE_Rank,PSO_Mean,PSO_Std,PSO_Best,PSO_Median,PSO_Rank,GWO_Mean,GWO_Std,GWO_Best,GWO_Median,GWO_Rank,HHO_Mean,HHO_Std,HHO_Best,HHO_Median,HHO_Rank,WOA_Mean,WOA_Std,WOA_Best,WOA_Median,WOA_Rank,FAEAE_Mean,FAEAE_Std,FAEAE_Best,FAEAE_Median,FAEAE_Rank,BestAlgByMean
1,7950739.64665444,744887.863929757,6420017.19144225,7898421.88754451,1,877666857.51966,1516982109.64735,212.607447248215,120931165.918595,4,12817904931.0548,1585822892.30593,10012247692.9904,13163175009.5419,5,13293474.0294266,5201620.1000425,5838844.49230671,13631020.0517078,2,22101335182.3435,7725531809.27017,10218214999.2001,22648390025.332,6,92927195.7655558,10514780.4256178,69871648.3286633,92400076.4508303,3,AE
3,316.551220539805,2.04010004911269,310.918256993057,316.306053001835,2,300.000000000001,3.91104430605089e-12,300,300.000000000001,1,91368.7418783145,3458.69850034557,83863.0518491856,92431.7292488748,5,7827.99729227346,2679.58245642042,3897.99521122505,7838.13930259423,4,97284.8034069962,20216.466413392,80778.5445589673,93530.8620237066,6,536.43111177941,36.6586342730102,471.180464498374,531.979967629215,3,PSO
4,485.977114484675,29.4233274705967,401.686134964764,479.663741162742,1,750.084488392069,491.435810385725,460.04735726018,576.077114687311,4,1181.81216008408,203.302595194219,866.346044113224,1171.25648684988,5,511.657210088699,26.2814134814225,472.826921115777,510.996352087724,3,4976.89393350389,2381.97955466166,1345.81404875672,4495.41237045332,6,505.44113181232,23.999626518608,418.12722610136,519.695711746154,2,AE
5,675.112936894835,26.3851929815951,630.795776913436,676.64389937047,4,624.417558485328,33.5089642887084,559.697462775054,622.316546352993,2,831.487023556035,24.5169761091747,788.865272234969,831.441841436098,5,659.556782237749,32.5000429807753,574.87609252014,652.806176621389,3,867.012994054242,41.2684338027892,798.193468557111,867.372785513954,6,611.177700594835,13.6325456975212,584.849915873542,609.67398577137,1,FAEAE
6,651.233389915581,6.95747699183123,630.178517458325,652.598373210534,4,621.266141052742,10.2859910720815,605.378457167524,621.236808605142,2,651.355081475938,7.81307156365712,637.776276904992,651.531147304385,5,631.462701775383,8.40009346055507,619.031215308949,630.853239909577,3,678.735938904482,10.3244024718359,654.820644774201,680.539588724723,6,604.464988267201,0.77991679965832,603.459875229515,604.44382802759,1,FAEAE
7,894.018052703661,23.6806891878144,846.71727254971,895.599557877119,2,844.398910994144,37.8009570225499,797.980641941221,834.596403881288,1,1085.03816116897,28.1795521143539,1022.41935716512,1090.32889205103,5,909.8146256092,36.0440640179599,812.812085104073,913.09417701047,4,1364.43487620433,67.0721282009971,1172.92029073555,1375.42407157529,6,894.285214410377,10.9693386767177,870.835810281644,895.648206400291,3,PSO
8,929.254701415634,17.7280814207542,902.801104282766,925.797194546979,3,914.205678361269,25.4194692542833,870.641982130728,911.435020465352,2,1031.89337056961,22.5536060617454,990.844720992347,1033.00303133291,5,940.13939222079,22.1008009069915,881.237427836653,941.720465294825,4,1081.5034646451,40.0109902420887,1004.76068251697,1079.27071020434,6,903.040003051749,11.5732205687567,882.763928604132,901.956853966944,1,FAEAE
9,6530.2856212041,1316.67928204235,3641.30628360268,6917.98807903515,5,2733.19096579094,1142.77525529975,1050.89886928815,2508.0381140854,3,6478.24244690051,2231.03362539703,3403.49261291203,6357.48166616224,4,2502.6677576732,790.490753666105,1200.62619488811,2417.41093367886,2,8477.19183237739,1605.54694147193,4714.11490592768,8524.37481819209,6,927.464857690431,4.52634719044726,917.241734143864,927.442246047508,1,FAEAE
10,4227.58421416223,657.384857222048,2837.00966753975,4138.37494528121,1,4797.27734138828,546.187875681574,3799.05013401797,4642.56597392447,4,7214.47876891454,439.210553822144,6337.96431785797,7165.05501751489,5,4692.42797414711,472.57642577897,3427.35699997139,4711.15702603908,3,7810.06809107555,673.272310411656,6139.17496004895,7929.1554068132,6,4527.83785196024,374.685764658203,3507.11470939205,4486.45226346291,2,AE
11,1227.07432302581,39.7556662272044,1159.47598839298,1234.36395460361,1,1259.15768547458,81.0270000095104,1140.37874840382,1239.39994440326,3,10655.4676280852,234.25361529511,10373.3889209221,10843.5200964943,6,1273.79378299986,44.5804003503223,1182.89835683532,1276.53424379471,4,6503.55902044417,1936.23644354103,2915.82068488771,6691.47634226093,5,1238.20442091947,31.5326360722412,1179.20711382155,1241.52224623282,2,AE
12,4905865.12571478,1942897.38695104,1583626.92982805,4354325.94092716,1,38272527.1391855,122449273.940584,25506.0855871499,1562486.93547428,4,1108375346.22522,449663067.206326,550774720.480541,1044628856.5888,5,14090816.0684547,10356821.2571441,4236713.59114397,10072343.5884124,2,1959760073.63459,1033305094.97373,617981498.534522,1782384412.86184,6,16771957.1392207,4247480.70898619,6125392.74134532,16301794.8773678,3,AE
13,523168.598557413,135111.977156482,267524.727421886,503613.477976673,2,5696394.96405372,18025526.1886145,2679.37277517225,45919.1691252779,4,614029587.383655,391409798.998613,110927849.495174,966280691.875936,6,193305.230684905,89273.6443596076,88886.6241780815,169936.201279663,1,189155828.404648,245276847.025205,1541019.34420448,62697014.5886012,5,4595606.19134612,1269026.99348298,1924736.95010047,4798501.03057353,3,HHO
14,4914.56732686935,3088.74783503356,1760.41834284008,4155.71504453408,1,20144.3813335739,48784.9736172819,2048.78174673078,3860.1276280413,3,1784926.28222724,613392.479969861,1071912.42574269,1868116.12801414,5,46890.185147019,31168.2352132437,3923.3796694419,40084.2106171167,4,1861745.12866935,1869912.4666645,52980.6442297879,1195422.94793236,6,6194.12639988198,3482.07052607915,2392.90262453973,5115.85667906851,2,AE
15,80711.190085123,24862.2025541906,29647.5086815301,83002.0445851544,3,15075.7122891544,14591.133927043,1870.18547812836,9465.29886794796,1,32428004.9143708,59058816.4126511,1676478.67830625,12092513.7499429,5,50876.4941217071,43829.3612055704,13267.4698597539,36438.9168870536,2,54106595.0886163,131241772.842157,62080.455696021,825971.067430241,6,474247.640128559,214155.748307648,107847.346280096,485305.909714162,4,PSO
16,2865.24232618892,287.378107864552,2417.42657640956,2886.01923495698,4,2698.84424581776,299.737501467322,2078.49539601426,2703.43487799367,2,4023.14747909204,245.554850252365,3680.89225792809,3922.99867765878,5,2819.18741925866,368.704039563475,1903.64660748877,2870.6987185651,3,4461.11699847598,664.528685910333,3198.59411876285,4472.39383998635,6,2443.26039328057,122.758714601291,2181.30084363586,2432.63577266396,1,FAEAE
17,2363.27252349302,203.16682725357,2012.56989250546,2376.09991603196,4,2268.42116787677,257.928730367264,1820.64950537314,2224.05999404371,3,2953.34709881322,286.301475027335,2297.96943355108,3029.52311690481,6,2140.45086124679,183.316091115252,1812.55065594133,2166.59186798853,2,2871.2401821365,356.824249812948,2204.45387176233,2875.96177514838,5,1973.30062179835,81.1653887762981,1830.56065399971,1982.67831347199,1,FAEAE
18,100006.020533635,45149.9535489798,28759.847447693,90876.137095922,1,111109.150051573,132809.639292932,13893.0946558455,73999.6194965684,2,7357923.37019899,8481666.97726064,373848.369841402,7347738.43965793,5,311300.402471346,347357.047621961,41851.0293201282,223854.476061697,4,14429926.8558311,13656960.0438515,629439.854118773,9653559.44788441,6,152334.290808098,54441.035752967,66847.9801302182,148853.145352916,3,AE
19,652149.727547478,448130.890413419,58038.7929936681,629217.154516306,2,2514004.15845432,13497117.8794555,2095.45210186184,7582.02759229887,4,109486668.802964,91570475.8249659,2094740.53692538,117825905.606365,6,391812.177528421,354420.221486637,6656.56966733592,277479.779338246,1,49727754.7683716,86202554.018909,667126.452533389,30391672.347861,5,1026000.93826634,428133.014518991,469393.093219457,1015383.61931345,3,HHO
20,2487.9085099962,121.44767487192,2296.76183434534,2462.69980651301,2,2538.07871460798,205.529779515716,2264.69309638876,2490.28970515038,4,3048.43888475393,166.118121644948,2749.76267312103,3013.31568364851,6,2501.07898935958,194.665862597655,2210.37830581832,2458.59321417604,3,2840.30043902564,176.36522674596,2575.51778789272,2821.07018170617,5,2384.02555570579,60.1147409787037,2297.18036951011,2385.52762154458,1,FAEAE
21,2489.11862669406,25.8711682982006,2432.42055380374,2491.20905707206,4,2440.558206223,38.5649416647165,2387.44288792806,2439.55928331942,3,2555.71020150642,32.4707527440054,2493.39432874258,2549.76826940552,5,2418.06376887056,24.5415315517047,2382.70387862745,2412.54241536491,2,2672.88290696048,63.598986045932,2524.5930834402,2682.13079177194,6,2398.16282688612,14.9582933707187,2376.64844781007,2397.6955434991,1,FAEAE
22,2828.1606270518,1336.70511115067,2317.607704034,2318.35781359921,3,4644.29620463732,2120.32520247133,2302.45336260327,4370.93905758363,5,3490.93551758499,421.627337926465,3101.44177394811,3437.31954716073,4,2321.36303362634,1.87294447261532,2317.27987061901,2321.58099198152,1,8772.84817405539,1179.81543157071,5287.69916933513,8987.16307656076,6,2614.68456312476,1035.09756244105,2339.15390207073,2344.92850805085,2,HHO
23,3126.96918314425,87.7450316224474,2929.24108281362,3113.73040354234,5,2920.29430335137,84.840278638457,2775.4147006265,2918.64933929844,3,2934.55059497353,23.1681125377426,2879.61696977148,2930.86679510101,4,2795.82076097486,43.2115195421109,2722.61754977245,2786.67857162516,2,3284.98620325372,151.739609040624,3013.66472326375,3257.60840250681,6,2757.44883687876,23.7336782629229,2708.20150852708,2756.95779897164,1,FAEAE
24,3063.53619370385,64.0570002008911,2948.62304222191,3064.15338956174,3,3120.28845065767,90.4741197142638,2977.69798075186,3102.74985131448,4,3121.45970140533,47.6461644723229,3038.82052039735,3116.75274474725,5,2963.96404265037,44.7385068787044,2881.13184992245,2953.20829570618,2,3486.93228330814,189.072165505447,3141.33398481002,3442.99091941194,6,2892.73028424842,21.3010246388254,2839.84277021756,2889.43461363712,1,FAEAE
25,2887.42508998375,4.85166147146061,2883.90623558348,2887.41395659685,1,2904.46512141519,26.8071463840679,2883.56904584608,2890.85860438002,3,3155.77402137476,54.4557521457107,3012.25994389345,3158.86769327195,5,2911.11594782675,19.8066793368083,2885.17412627028,2911.0491058591,4,3725.75138083913,208.128742797653,3225.67636868996,3750.20101088864,6,2897.698768336,9.71560234194251,2887.57046759894,2891.59155251631,2,AE
26,5385.43421703366,2080.42157392777,2859.32868800145,6692.04574481692,4,5236.00672048051,1080.35025345646,2800,5719.05798821745,3,6341.18493517713,536.617857203277,4238.05413648074,6410.56430003594,5,5045.83308111368,773.882499528732,2916.31458271125,5040.03883544874,2,9886.60246291046,1123.26646863154,7804.69243280566,9851.02929526869,6,3546.47229096909,922.609908817514,2950.22862091501,2997.00731496072,1,FAEAE
27,3556.75285108416,190.291625307787,3301.44535096678,3494.20335691782,5,3311.88113209231,67.4273049073793,3227.17507661086,3293.92151766195,3,3377.97869204652,75.108322075599,3271.73518466154,3360.27339788224,4,3255.06634722269,39.9363562160858,3207.86271886664,3241.87535096807,2,3669.23361260125,185.494676382435,3409.54612220381,3625.93641510007,6,3221.30550946178,20.0841890638398,3192.78968209368,3218.25490243588,1,FAEAE
28,3170.5602744011,46.5471794400764,3102.54960750024,3197.05544671076,1,3378.12345517512,258.708417943101,3209.32454002051,3284.47767448752,4,3723.51537171296,53.5807190382389,3655.86844565455,3709.74765064633,5,3253.23926919583,33.899708892252,3209.25876800684,3261.07555277383,3,4978.11880089343,555.368487933365,3658.26848577829,4925.07921569221,6,3218.06426994325,9.874678182974,3208.64262674393,3216.70434264053,2,AE
29,4219.35409345079,178.922792160509,3866.13607379001,4182.71470356848,4,3947.66028330324,243.861731370363,3467.4265222685,3953.07708906585,2,5146.27383203419,278.10676239688,4561.40949266063,5209.71837478064,5,3962.3371890424,172.930054325193,3648.37900847274,3948.52338097649,3,5664.39402974476,752.854484839423,4395.85683557442,5561.32460321835,6,3702.39637803496,84.8952663595616,3552.80781605611,3699.73550293695,1,FAEAE
30,2329387.56899633,1077744.95591474,727953.343221889,2257637.64161958,3,153515.282119174,317051.613104414,5528.92304408693,16150.0984275951,1,243378023.565609,107069027.601796,21998834.862331,276097260.630839,6,2238647.6123181,1246213.27721512,638237.240558934,1915272.73845002,2,174042347.656791,148754550.429437,16839557.0648846,130251792.78339,5,3222475.50355121,1469943.08256576,923320.229094376,2869213.35263299,4,PSO
