ParamKey,ParamValue,Scene,PaperScene,Run,Seed,BestFitness,Runtime,Feasible,Violation,WallClock
aos_c,0.3,2,2,1,20380520,317.818348793114,9.0327066,1,0,9.6623257
aos_c,0.3,2,2,2,20380521,318.40870075788,8.3162605,1,0,8.6346737
aos_c,0.3,2,2,3,20380522,320.463017744771,8.4641336,1,0,8.7960977
aos_c,0.3,2,2,4,20380523,317.222784450171,8.232262,1,0,8.5674071
aos_c,0.3,2,2,5,20380524,316.047210211647,8.4342277,1,0,8.7684296
aos_c,0.3,2,2,6,20380525,316.573890807664,8.1771739,1,0,8.4853211
aos_c,0.3,2,2,7,20380526,307.617427744668,9.5659051,1,0,9.8676475
aos_c,0.3,2,2,8,20380527,318.224826244849,8.3620238,1,0,8.6568235
aos_c,0.3,2,2,9,20380528,316.047439257768,7.6914357,1,0,7.9799586
aos_c,0.3,2,2,10,20380529,314.467911233034,8.4606963,1,0,8.769052
aos_c,0.3,2,2,11,20380530,316.698678328485,8.4206009,1,0,8.7206406
aos_c,0.3,2,2,12,20380531,317.247007674686,7.8435885,1,0,8.1341045
aos_c,0.3,2,2,13,20380532,327.440054189109,8.0976272,1,0,8.4007944
aos_c,0.3,2,2,14,20380533,317.957697061518,7.8520662,1,0,8.1400635
aos_c,0.3,2,2,15,20380534,336.923127738312,8.1832983,1,0,8.4805055
aos_c,0.3,2,2,16,20380535,313.854306985484,9.5338175,1,0,9.8846724
aos_c,0.3,2,2,17,20380536,316.293260613775,7.8920085,1,0,8.1838183
aos_c,0.3,2,2,18,20380537,320.078264976255,7.4338575,1,0,7.7213929
aos_c,0.3,2,2,19,20380538,320.174295436373,9.7196444,1,0,10.0189697
aos_c,0.3,2,2,20,20380539,311.650956179625,7.6797766,1,0,7.9717311
aos_c,0.3,2,2,21,20380540,322.714412157322,7.6064909,1,0,7.8889602
aos_c,0.3,2,2,22,20380541,323.803591330313,7.3664578,1,0,7.6409666
aos_c,0.3,2,2,23,20380542,323.475465110299,7.9446465,1,0,8.2278659
aos_c,0.3,2,2,24,20380543,327.336383574263,7.8241178,1,0,8.1096125
aos_c,0.3,2,2,25,20380544,321.350659169009,7.5468263,1,0,7.8239227
aos_c,0.3,2,2,26,20380545,314.706698680457,7.722302,1,0,8.0023601
aos_c,0.3,2,2,27,20380546,323.62942626804,7.5337664,1,0,7.8093581
aos_c,0.3,2,2,28,20380547,327.234646022104,7.8787085,1,0,8.1564782
aos_c,0.3,2,2,29,20380548,328.77458581117,7.1277717,1,0,7.4216411
aos_c,0.3,2,2,30,20380549,312.891284529923,7.4702997,1,0,7.7558254
aos_c,0.6,2,2,1,20380620,322.509391270485,7.438252,1,0,7.7878602
aos_c,0.6,2,2,2,20380621,371.26087193804,8.7445917,1,0,9.0326285
aos_c,0.6,2,2,3,20380622,316.021227782854,7.5360257,1,0,7.8155272
aos_c,0.6,2,2,4,20380623,314.481495668009,7.6582809,1,0,7.9735945
aos_c,0.6,2,2,5,20380624,348.020655420594,8.1152578,1,0,8.3958338
aos_c,0.6,2,2,6,20380625,314.152680855998,7.8027489,1,0,8.0854059
aos_c,0.6,2,2,7,20380626,324.353092593744,8.0647212,1,0,8.3392934
aos_c,0.6,2,2,8,20380627,316.254350096118,8.5863927,1,0,8.8705255
aos_c,0.6,2,2,9,20380628,319.131960054939,7.8317233,1,0,8.1113891
aos_c,0.6,2,2,10,20380629,320.918850917825,7.9787285,1,0,8.2584654
aos_c,0.6,2,2,11,20380630,316.953883801909,7.9252465,1,0,8.2051192
aos_c,0.6,2,2,12,20380631,312.248134710308,7.7600556,1,0,8.0471792
aos_c,0.6,2,2,13,20380632,309.912884236347,8.100379,1,0,8.3825792
aos_c,0.6,2,2,14,20380633,316.638781371281,7.5411169,1,0,7.8189837
aos_c,0.6,2,2,15,20380634,317.961847073764,7.614393,1,0,7.8957287
aos_c,0.6,2,2,16,20380635,323.116117475758,7.9934923,1,0,8.2772764
aos_c,0.6,2,2,17,20380636,315.21040304399,7.6796387,1,0,7.9510981
aos_c,0.6,2,2,18,20380637,321.957502653605,8.018345,1,0,8.2936845
aos_c,0.6,2,2,19,20380638,321.526408929884,7.7344862,1,0,8.0110451
aos_c,0.6,2,2,20,20380639,314.750131192558,7.7011031,1,0,7.9745182
aos_c,0.6,2,2,21,20380640,323.472128657278,8.2157691,1,0,8.4891687
aos_c,0.6,2,2,22,20380641,315.08120287711,7.6164166,1,0,7.8912339
aos_c,0.6,2,2,23,20380642,309.685443849172,7.4521089,1,0,7.7304585
aos_c,0.6,2,2,24,20380643,317.313776791118,7.5216896,1,0,7.7931272
aos_c,0.6,2,2,25,20380644,315.395881736303,7.5248049,1,0,7.8013594
aos_c,0.6,2,2,26,20380645,313.608595301153,7.5868611,1,0,7.8637113
aos_c,0.6,2,2,27,20380646,315.231391608252,9.3286702,1,0,9.6074402
aos_c,0.6,2,2,28,20380647,313.440183559067,7.5735738,1,0,7.8537625
aos_c,0.6,2,2,29,20380648,326.336231132474,7.4352829,1,0,7.7140638
aos_c,0.6,2,2,30,20380649,321.396747154549,7.9493884,1,0,8.2253501
aos_c,0.9,2,2,1,20380720,308.153971961357,7.6093251,1,0,7.8899262
aos_c,0.9,2,2,2,20380721,317.498676699946,7.7705393,1,0,8.0538584
aos_c,0.9,2,2,3,20380722,320.316295306827,7.5234865,1,0,7.8002344
aos_c,0.9,2,2,4,20380723,314.194784178206,8.9823808,1,0,9.2589333
aos_c,0.9,2,2,5,20380724,318.078554026594,7.8234106,1,0,8.1437631
aos_c,0.9,2,2,6,20380725,314.169390872066,7.7073872,1,0,7.9832958
aos_c,0.9,2,2,7,20380726,328.543110141641,7.128117,1,0,7.4055801
aos_c,0.9,2,2,8,20380727,315.77879539306,8.2080069,1,0,8.479914
aos_c,0.9,2,2,9,20380728,326.558627875775,7.1360461,1,0,7.4168823
aos_c,0.9,2,2,10,20380729,323.162692677957,7.4173539,1,0,7.6883589
aos_c,0.9,2,2,11,20380730,319.613622639889,8.2291774,1,0,8.503798
aos_c,0.9,2,2,12,20380731,322.247674625287,7.6068646,1,0,7.8803729
aos_c,0.9,2,2,13,20380732,321.199569056661,7.6743564,1,0,7.9520024
aos_c,0.9,2,2,14,20380733,324.124325811497,8.0613335,1,0,8.3362801
aos_c,0.9,2,2,15,20380734,322.832862266158,7.7597218,1,0,8.0303062
aos_c,0.9,2,2,16,20380735,321.86975557212,7.3926086,1,0,7.6693902
aos_c,0.9,2,2,17,20380736,312.219086595633,7.4917399,1,0,7.7677077
aos_c,0.9,2,2,18,20380737,314.273216979855,7.6111743,1,0,7.8836567
aos_c,0.9,2,2,19,20380738,312.311959573233,7.6414589,1,0,7.9188793
aos_c,0.9,2,2,20,20380739,325.929920078571,7.7830436,1,0,8.0894719
aos_c,0.9,2,2,21,20380740,317.831822544048,8.6018108,1,0,8.8878299
aos_c,0.9,2,2,22,20380741,322.121678702568,8.1205579,1,0,8.4151238
aos_c,0.9,2,2,23,20380742,308.340721233214,9.4527379,1,0,9.7557882
aos_c,0.9,2,2,24,20380743,320.536411555905,8.9523744,1,0,9.2836805
aos_c,0.9,2,2,25,20380744,310.034471356869,8.9055984,1,0,9.2228184
aos_c,0.9,2,2,26,20380745,311.715644797975,8.5336656,1,0,8.8279372
aos_c,0.9,2,2,27,20380746,313.647653459542,8.021589,1,0,8.3099734
aos_c,0.9,2,2,28,20380747,324.049679665679,7.4171992,1,0,7.6921352
aos_c,0.9,2,2,29,20380748,314.953595988115,7.4055032,1,0,7.6825954
aos_c,0.9,2,2,30,20380749,325.045079986659,7.8047215,1,0,8.081356
aos_c,1.2,2,2,1,20380820,319.749619354095,7.8303845,1,0,8.109743
aos_c,1.2,2,2,2,20380821,315.606750899457,7.5066721,1,0,7.7909408
aos_c,1.2,2,2,3,20380822,311.283484276149,7.6548366,1,0,7.9294721
aos_c,1.2,2,2,4,20380823,329.33657228807,7.4950727,1,0,7.7704919
aos_c,1.2,2,2,5,20380824,321.745570963389,7.1098171,1,0,7.3794689
aos_c,1.2,2,2,6,20380825,316.70471902523,8.0626573,1,0,8.3415894
aos_c,1.2,2,2,7,20380826,315.008422230417,7.6304024,1,0,7.9000525
aos_c,1.2,2,2,8,20380827,326.924892399831,7.7646506,1,0,8.0378653
aos_c,1.2,2,2,9,20380828,319.564114586704,7.4818337,1,0,7.7597176
aos_c,1.2,2,2,10,20380829,318.067104019047,7.729462,1,0,8.0014983
aos_c,1.2,2,2,11,20380830,327.736082118393,8.2979831,1,0,8.5694051
aos_c,1.2,2,2,12,20380831,323.860846946877,8.3083389,1,0,8.5873726
aos_c,1.2,2,2,13,20380832,315.046134306928,8.0016389,1,0,8.2746952
aos_c,1.2,2,2,14,20380833,312.551575193735,7.7953772,1,0,8.076526
aos_c,1.2,2,2,15,20380834,315.738358508213,7.3300264,1,0,7.6039287
aos_c,1.2,2,2,16,20380835,313.073335211722,7.6172471,1,0,7.8953931
aos_c,1.2,2,2,17,20380836,309.289416902077,7.2537656,1,0,7.5275577
aos_c,1.2,2,2,18,20380837,312.881998547695,7.4987867,1,0,7.7810533
aos_c,1.2,2,2,19,20380838,314.593576446405,7.2721758,1,0,7.5422801
aos_c,1.2,2,2,20,20380839,315.354239247254,8.7700386,1,0,9.0513627
aos_c,1.2,2,2,21,20380840,310.116004114822,8.3385396,1,0,8.617193
aos_c,1.2,2,2,22,20380841,318.300494468871,7.5312843,1,0,7.814827
aos_c,1.2,2,2,23,20380842,320.06724905319,7.0286902,1,0,7.3029523
aos_c,1.2,2,2,24,20380843,314.976543939849,7.6581456,1,0,7.9369064
aos_c,1.2,2,2,25,20380844,325.921816477391,7.6830482,1,0,7.9551406
aos_c,1.2,2,2,26,20380845,309.028149714753,7.482325,1,0,7.7564321
aos_c,1.2,2,2,27,20380846,318.680614757368,7.6600181,1,0,7.9381696
aos_c,1.2,2,2,28,20380847,323.784814864669,7.7232465,1,0,8.0041432
aos_c,1.2,2,2,29,20380848,313.63006387531,7.4718069,1,0,7.7423473
aos_c,1.2,2,2,30,20380849,379.213576949593,8.2486322,1,0,8.5219258
aos_c,1.5,2,2,1,20380920,315.919592221876,7.3514225,1,0,7.6271461
aos_c,1.5,2,2,2,20380921,328.122301871652,7.8241091,1,0,8.0939759
aos_c,1.5,2,2,3,20380922,314.723334248643,7.9264566,1,0,8.1975507
aos_c,1.5,2,2,4,20380923,325.447055547547,7.6077768,1,0,7.8824126
aos_c,1.5,2,2,5,20380924,314.081542542714,7.2244336,1,0,7.4998318
aos_c,1.5,2,2,6,20380925,331.543792063179,7.7031264,1,0,7.9753694
aos_c,1.5,2,2,7,20380926,322.75332541451,7.2046249,1,0,7.4769574
aos_c,1.5,2,2,8,20380927,325.186712637593,9.2474143,1,0,9.5245958
aos_c,1.5,2,2,9,20380928,320.43902248285,7.8146031,1,0,8.0947989
aos_c,1.5,2,2,10,20380929,320.977892888707,7.6829703,1,0,7.9599545
aos_c,1.5,2,2,11,20380930,314.242923161798,7.4502403,1,0,7.7193171
aos_c,1.5,2,2,12,20380931,321.424589891715,7.4821731,1,0,7.755013
aos_c,1.5,2,2,13,20380932,313.534915846615,7.7588583,1,0,8.0331019
aos_c,1.5,2,2,14,20380933,324.774392007239,7.4088366,1,0,7.6849258
aos_c,1.5,2,2,15,20380934,321.1791401333,7.5532849,1,0,7.8220638
aos_c,1.5,2,2,16,20380935,310.488446074909,7.5645078,1,0,7.8467223
aos_c,1.5,2,2,17,20380936,315.66651033373,7.6811121,1,0,7.9600888
aos_c,1.5,2,2,18,20380937,319.086284449382,7.8040469,1,0,8.0847873
aos_c,1.5,2,2,19,20380938,322.508675639115,7.4902021,1,0,7.765998
aos_c,1.5,2,2,20,20380939,317.922051211821,7.6613579,1,0,7.9408939
aos_c,1.5,2,2,21,20380940,320.652404286191,7.4697894,1,0,7.7436416
aos_c,1.5,2,2,22,20380941,314.407566635375,7.6227438,1,0,7.8994714
aos_c,1.5,2,2,23,20380942,309.790430638049,7.8995749,1,0,8.175491
aos_c,1.5,2,2,24,20380943,313.606848276059,8.8869963,1,0,9.1650307
aos_c,1.5,2,2,25,20380944,305.770932469856,8.111481,1,0,8.3910821
aos_c,1.5,2,2,26,20380945,316.633155408222,7.4140839,1,0,7.6992967
aos_c,1.5,2,2,27,20380946,326.086278882263,7.6293252,1,0,7.9018318
aos_c,1.5,2,2,28,20380947,314.846086627424,7.5365179,1,0,7.8201666
aos_c,1.5,2,2,29,20380948,332.278312965397,7.5438814,1,0,7.8162623
aos_c,1.5,2,2,30,20380949,314.323330755838,7.7403068,1,0,8.0130103
aos_c,0.3,4,3,1,20400520,330.972036051599,10.297395,1,0,10.63831
aos_c,0.3,4,3,2,20400521,337.12573338082,10.3892861,1,0,10.6925628
aos_c,0.3,4,3,3,20400522,329.995465673206,10.3220556,1,0,10.6284561
aos_c,0.3,4,3,4,20400523,328.792236214501,10.3105094,1,0,10.6250478
aos_c,0.3,4,3,5,20400524,329.467107168472,10.3594932,1,0,10.6735511
aos_c,0.3,4,3,6,20400525,330.568343396632,10.3176727,1,0,10.6391872
aos_c,0.3,4,3,7,20400526,328.931640760449,10.1837581,1,0,10.4985585
aos_c,0.3,4,3,8,20400527,328.396361222355,10.3664273,1,0,10.6797688
aos_c,0.3,4,3,9,20400528,330.273271967878,10.3894945,1,0,10.696116
aos_c,0.3,4,3,10,20400529,332.260167294328,10.2587423,1,0,10.5674756
aos_c,0.3,4,3,11,20400530,332.683902739063,10.3263487,1,0,10.636298
aos_c,0.3,4,3,12,20400531,330.340132220152,10.2758408,1,0,10.5843944
aos_c,0.3,4,3,13,20400532,338.319452068182,10.4541977,1,0,10.7707121
aos_c,0.3,4,3,14,20400533,331.581271907346,10.2968072,1,0,10.6119198
aos_c,0.3,4,3,15,20400534,333.891227703914,10.2284647,1,0,10.5434614
aos_c,0.3,4,3,16,20400535,329.480200885937,10.3885615,1,0,10.6970786
aos_c,0.3,4,3,17,20400536,329.915495224306,10.3069515,1,0,10.615152
aos_c,0.3,4,3,18,20400537,328.492391285182,10.4317237,1,0,10.7396876
aos_c,0.3,4,3,19,20400538,328.974577541821,10.3293774,1,0,10.6408148
aos_c,0.3,4,3,20,20400539,328.459264373889,10.2977334,1,0,10.612112
aos_c,0.3,4,3,21,20400540,332.154790752335,10.2701816,1,0,10.5764916
aos_c,0.3,4,3,22,20400541,329.527483349653,10.2007633,1,0,10.5066955
aos_c,0.3,4,3,23,20400542,329.681676510932,10.2633745,1,0,10.5725404
aos_c,0.3,4,3,24,20400543,331.648857603772,10.3252499,1,0,10.6324902
aos_c,0.3,4,3,25,20400544,331.67043264849,10.1218407,1,0,10.4283252
aos_c,0.3,4,3,26,20400545,330.103421628095,10.303977,1,0,10.6102529
aos_c,0.3,4,3,27,20400546,327.93934590406,10.261858,1,0,10.5742393
aos_c,0.3,4,3,28,20400547,330.077819404413,10.310274,1,0,10.6243549
aos_c,0.3,4,3,29,20400548,331.152987341849,10.4869494,1,0,10.8016106
aos_c,0.3,4,3,30,20400549,330.367125398044,10.2600363,1,0,10.5712136
aos_c,0.6,4,3,1,20400620,331.300067531485,10.272789,1,0,10.5826606
aos_c,0.6,4,3,2,20400621,329.878650972749,10.374644,1,0,10.686334
aos_c,0.6,4,3,3,20400622,329.907126657855,10.3288471,1,0,10.6338278
aos_c,0.6,4,3,4,20400623,334.46683105709,10.035584,1,0,10.3486196
aos_c,0.6,4,3,5,20400624,331.072517467535,10.2994252,1,0,10.6116651
aos_c,0.6,4,3,6,20400625,335.059628228649,10.2103408,1,0,10.5250107
aos_c,0.6,4,3,7,20400626,334.729224963627,10.1667765,1,0,10.4731089
aos_c,0.6,4,3,8,20400627,330.177006417959,10.2226627,1,0,10.5353057
aos_c,0.6,4,3,9,20400628,332.170132727286,10.3165377,1,0,10.6283341
aos_c,0.6,4,3,10,20400629,330.436060910914,10.1596361,1,0,10.4761866
aos_c,0.6,4,3,11,20400630,332.831809280607,10.12637,1,0,10.4324388
aos_c,0.6,4,3,12,20400631,328.916538891393,10.262706,1,0,10.5688928
aos_c,0.6,4,3,13,20400632,329.423959259887,10.3060189,1,0,10.6135231
aos_c,0.6,4,3,14,20400633,331.580041957329,10.1732405,1,0,10.4823096
aos_c,0.6,4,3,15,20400634,331.553791007187,10.3013019,1,0,10.6144974
aos_c,0.6,4,3,16,20400635,331.870592094416,10.3546702,1,0,10.6600141
aos_c,0.6,4,3,17,20400636,328.27677975257,10.3779505,1,0,10.6814519
aos_c,0.6,4,3,18,20400637,329.743993622707,10.2716981,1,0,10.5778691
aos_c,0.6,4,3,19,20400638,330.674601305927,10.323461,1,0,10.6328838
aos_c,0.6,4,3,20,20400639,333.06762204782,10.2524242,1,0,10.5580362
aos_c,0.6,4,3,21,20400640,328.378641193975,10.457823,1,0,10.7732695
aos_c,0.6,4,3,22,20400641,331.077584878553,9.5756242,1,0,9.8879573
aos_c,0.6,4,3,23,20400642,330.318418120502,10.2220792,1,0,10.5280578
aos_c,0.6,4,3,24,20400643,335.001535765159,10.2926265,1,0,10.5982725
aos_c,0.6,4,3,25,20400644,329.18219819313,10.091782,1,0,10.4040664
aos_c,0.6,4,3,26,20400645,334.503732698152,10.1686072,1,0,10.4797303
aos_c,0.6,4,3,27,20400646,334.20732682701,10.3986925,1,0,10.7062549
aos_c,0.6,4,3,28,20400647,330.32620476953,10.3370206,1,0,10.6464713
aos_c,0.6,4,3,29,20400648,328.637283432921,10.1949552,1,0,10.4986935
aos_c,0.6,4,3,30,20400649,333.319219844999,10.3041757,1,0,10.6140595
aos_c,0.9,4,3,1,20400720,329.395669720015,10.3932691,1,0,10.6995149
aos_c,0.9,4,3,2,20400721,330.190850767369,10.4457212,1,0,10.7491172
aos_c,0.9,4,3,3,20400722,330.640334158679,10.3709624,1,0,10.6813934
aos_c,0.9,4,3,4,20400723,329.425370358944,10.3255745,1,0,10.6374165
aos_c,0.9,4,3,5,20400724,330.4043956459,10.1544184,1,0,10.4653633
aos_c,0.9,4,3,6,20400725,328.831158957887,10.1934365,1,0,10.5005611
aos_c,0.9,4,3,7,20400726,330.446426397946,10.4942356,1,0,10.8077828
aos_c,0.9,4,3,8,20400727,332.300508654451,10.237618,1,0,10.5522017
aos_c,0.9,4,3,9,20400728,329.65562404747,10.3563531,1,0,10.6609671
aos_c,0.9,4,3,10,20400729,328.014668633335,10.2604358,1,0,10.5713948
aos_c,0.9,4,3,11,20400730,330.675255678543,10.232406,1,0,10.5405717
aos_c,0.9,4,3,12,20400731,333.512649010371,10.3286329,1,0,10.6391735
aos_c,0.9,4,3,13,20400732,328.362180439921,10.2960681,1,0,10.6034539
aos_c,0.9,4,3,14,20400733,328.281551376022,10.3036498,1,0,10.6115031
aos_c,0.9,4,3,15,20400734,331.581158908836,10.3104809,1,0,10.6180679
aos_c,0.9,4,3,16,20400735,328.545760216201,10.3901633,1,0,10.6973979
aos_c,0.9,4,3,17,20400736,331.844148715246,10.1914866,1,0,10.4952824
aos_c,0.9,4,3,18,20400737,333.51619652505,10.2888567,1,0,10.5934102
aos_c,0.9,4,3,19,20400738,330.393078236139,10.197259,1,0,10.5042303
aos_c,0.9,4,3,20,20400739,328.979442882594,10.2758425,1,0,10.5918549
aos_c,0.9,4,3,21,20400740,330.958853302606,10.3144584,1,0,10.6200595
aos_c,0.9,4,3,22,20400741,331.820701447553,10.5017313,1,0,10.8083
aos_c,0.9,4,3,23,20400742,329.009256638196,10.3789275,1,0,10.684502
aos_c,0.9,4,3,24,20400743,331.579994739982,10.1211911,1,0,10.4336
aos_c,0.9,4,3,25,20400744,334.047104837607,10.1090469,1,0,10.4127776
aos_c,0.9,4,3,26,20400745,328.426244761916,10.3217338,1,0,10.6319043
aos_c,0.9,4,3,27,20400746,330.856355281465,10.4052813,1,0,10.7156564
aos_c,0.9,4,3,28,20400747,330.990754158997,10.2429767,1,0,10.5467387
aos_c,0.9,4,3,29,20400748,333.566094793767,10.4206986,1,0,10.724361
aos_c,0.9,4,3,30,20400749,333.757979687997,10.3063372,1,0,10.6111711
aos_c,1.2,4,3,1,20400820,330.322906495234,10.2709291,1,0,10.5818113
aos_c,1.2,4,3,2,20400821,331.649762668436,10.4051935,1,0,10.7100486
aos_c,1.2,4,3,3,20400822,330.583614824623,10.2761639,1,0,10.5794644
aos_c,1.2,4,3,4,20400823,329.691605097448,10.3635505,1,0,10.6812427
aos_c,1.2,4,3,5,20400824,332.798018563776,10.3320378,1,0,10.6478104
aos_c,1.2,4,3,6,20400825,327.853911853112,10.6380034,1,0,10.9422932
aos_c,1.2,4,3,7,20400826,334.265158755483,9.7361278,1,0,10.0451459
aos_c,1.2,4,3,8,20400827,331.103642183948,10.1704763,1,0,10.4795883
aos_c,1.2,4,3,9,20400828,332.907708407679,10.3131024,1,0,10.6217516
aos_c,1.2,4,3,10,20400829,333.025016531757,10.3864363,1,0,10.6950984
aos_c,1.2,4,3,11,20400830,334.687353288906,10.4158625,1,0,10.7318478
aos_c,1.2,4,3,12,20400831,332.552544615158,10.4288151,1,0,10.740382
aos_c,1.2,4,3,13,20400832,331.365433648965,10.3642884,1,0,10.6798165
aos_c,1.2,4,3,14,20400833,328.898041318148,10.3929329,1,0,10.6980735
aos_c,1.2,4,3,15,20400834,332.673388714162,10.1595915,1,0,10.4717588
aos_c,1.2,4,3,16,20400835,334.249804809784,10.3416461,1,0,10.6546779
aos_c,1.2,4,3,17,20400836,328.305216120805,10.4725952,1,0,10.7789735
aos_c,1.2,4,3,18,20400837,331.688486099296,10.3774367,1,0,10.6929666
aos_c,1.2,4,3,19,20400838,332.015489782557,10.3610074,1,0,10.6685476
aos_c,1.2,4,3,20,20400839,327.178543795939,10.2625918,1,0,10.5688791
aos_c,1.2,4,3,21,20400840,331.00261899324,10.410635,1,0,10.7262058
aos_c,1.2,4,3,22,20400841,331.784893760988,10.4747445,1,0,10.7805689
aos_c,1.2,4,3,23,20400842,329.66836779487,10.1988413,1,0,10.5099603
aos_c,1.2,4,3,24,20400843,334.279579261614,10.2996196,1,0,10.6041791
aos_c,1.2,4,3,25,20400844,330.136078626615,10.3591052,1,0,10.6758055
aos_c,1.2,4,3,26,20400845,335.001819894729,10.3710768,1,0,10.677979
aos_c,1.2,4,3,27,20400846,333.084397713349,9.3195974,1,0,9.6269662
aos_c,1.2,4,3,28,20400847,336.065858409578,10.1470532,1,0,10.4617982
aos_c,1.2,4,3,29,20400848,334.779680350473,10.199017,1,0,10.5083902
aos_c,1.2,4,3,30,20400849,328.327182533853,10.2343552,1,0,10.5449437
aos_c,1.5,4,3,1,20400920,331.262993994936,10.2153451,1,0,10.5190748
aos_c,1.5,4,3,2,20400921,330.168932087325,10.2733598,1,0,10.5857054
aos_c,1.5,4,3,3,20400922,329.032037760091,10.3031119,1,0,10.6126159
aos_c,1.5,4,3,4,20400923,333.627171598101,10.3001052,1,0,10.6078022
aos_c,1.5,4,3,5,20400924,331.583991626573,10.3800286,1,0,10.6854366
aos_c,1.5,4,3,6,20400925,328.139392042968,10.360326,1,0,10.6716845
aos_c,1.5,4,3,7,20400926,339.641774836835,10.3600416,1,0,10.6708485
aos_c,1.5,4,3,8,20400927,331.903520075626,10.2497804,1,0,10.5575366
aos_c,1.5,4,3,9,20400928,332.111330982316,10.3215943,1,0,10.6251536
aos_c,1.5,4,3,10,20400929,329.784775908166,10.2157033,1,0,10.5231396
aos_c,1.5,4,3,11,20400930,330.110391833494,10.1609491,1,0,10.4666486
aos_c,1.5,4,3,12,20400931,331.097573402802,10.2428937,1,0,10.5546561
aos_c,1.5,4,3,13,20400932,331.051488294502,10.3676001,1,0,10.6732777
aos_c,1.5,4,3,14,20400933,330.483808999678,10.2347602,1,0,10.5499305
aos_c,1.5,4,3,15,20400934,327.995731079106,10.3404821,1,0,10.6513392
aos_c,1.5,4,3,16,20400935,332.576449010136,10.2553684,1,0,10.5579432
aos_c,1.5,4,3,17,20400936,335.381939644858,10.0845453,1,0,10.3935452
aos_c,1.5,4,3,18,20400937,332.743414901007,10.273805,1,0,10.5870623
aos_c,1.5,4,3,19,20400938,335.471385318906,9.7558403,1,0,10.062951
aos_c,1.5,4,3,20,20400939,328.615969090725,10.3109173,1,0,10.619128
aos_c,1.5,4,3,21,20400940,330.750851388692,10.173095,1,0,10.4800264
aos_c,1.5,4,3,22,20400941,328.740663614577,10.2448394,1,0,10.547975
aos_c,1.5,4,3,23,20400942,332.006934021977,10.4744797,1,0,10.7808858
aos_c,1.5,4,3,24,20400943,329.698732944356,10.3336908,1,0,10.6444652
aos_c,1.5,4,3,25,20400944,329.159187075112,10.2399476,1,0,10.5481147
aos_c,1.5,4,3,26,20400945,330.543127169572,10.2381764,1,0,10.5506256
aos_c,1.5,4,3,27,20400946,331.150509333988,10.3510084,1,0,10.6615446
aos_c,1.5,4,3,28,20400947,337.958703657968,9.8969676,1,0,10.2049263
aos_c,1.5,4,3,29,20400948,328.443659382648,10.3296896,1,0,10.6416154
aos_c,1.5,4,3,30,20400949,326.388407326356,10.2879272,1,0,10.5979467
aosFreezeFrac,0.3,2,2,1,20480520,325.837600873669,7.5898148,1,0,7.8677414
aosFreezeFrac,0.3,2,2,2,20480521,322.831671689958,7.8826207,1,0,8.1590656
aosFreezeFrac,0.3,2,2,3,20480522,318.835128201688,7.2770814,1,0,7.5486987
aosFreezeFrac,0.3,2,2,4,20480523,316.909468285805,7.9772635,1,0,8.2544055
aosFreezeFrac,0.3,2,2,5,20480524,311.331867018829,8.3427244,1,0,8.615094
aosFreezeFrac,0.3,2,2,6,20480525,311.885079774938,8.0731088,1,0,8.353547
aosFreezeFrac,0.3,2,2,7,20480526,311.201278520228,6.9640507,1,0,7.2334483
aosFreezeFrac,0.3,2,2,8,20480527,339.905317750245,7.4010069,1,0,7.6761329
aosFreezeFrac,0.3,2,2,9,20480528,325.020762228651,7.5922581,1,0,7.8815384
aosFreezeFrac,0.3,2,2,10,20480529,316.972305411213,7.6328616,1,0,7.9038168
aosFreezeFrac,0.3,2,2,11,20480530,318.06099162292,7.7202521,1,0,7.9924582
aosFreezeFrac,0.3,2,2,12,20480531,324.710722736628,8.3141403,1,0,8.5925063
aosFreezeFrac,0.3,2,2,13,20480532,311.139015837013,7.3805553,1,0,7.6568227
aosFreezeFrac,0.3,2,2,14,20480533,313.842016823866,7.418787,1,0,7.6919103
aosFreezeFrac,0.3,2,2,15,20480534,320.832708716789,7.5220578,1,0,7.8029757
aosFreezeFrac,0.3,2,2,16,20480535,315.567137309962,7.2743345,1,0,7.5449015
aosFreezeFrac,0.3,2,2,17,20480536,321.008443176605,7.2615746,1,0,7.5310069
aosFreezeFrac,0.3,2,2,18,20480537,315.071957178263,7.3525625,1,0,7.6221928
aosFreezeFrac,0.3,2,2,19,20480538,316.454612661584,7.4852231,1,0,7.7555634
aosFreezeFrac,0.3,2,2,20,20480539,324.682974914818,8.3529474,1,0,8.629482
aosFreezeFrac,0.3,2,2,21,20480540,312.433599538898,7.9634688,1,0,8.2377397
